row,brand,day,value,variation,sim_num,bariation,statistic
"9539","all",389,53,"decided",0,"None","simulation"
"9570","all",390,109,"active",0,"None","simulation"
"9571","all",390,7,"decided",0,"None","simulation"
"9602","all",391,109,"active",0,"None","simulation"
"9603","all",391,11,"decided",0,"None","simulation"
"9634","all",392,104,"active",0,"None","simulation"
"9635","all",392,14,"decided",0,"None","simulation"
"9666","all",393,105,"active",0,"None","simulation"
"9667","all",393,18,"decided",0,"None","simulation"
"9698","all",394,103,"active",0,"None","simulation"
"9699","all",394,21,"decided",0,"None","simulation"
"9730","all",395,101,"active",0,"None","simulation"
"9731","all",395,22,"decided",0,"None","simulation"
"9762","all",396,109,"active",0,"None","simulation"
"9763","all",396,20,"decided",0,"None","simulation"
"9794","all",397,106,"active",0,"None","simulation"
"9795","all",397,27,"decided",0,"None","simulation"
"9826","all",398,96,"active",0,"None","simulation"
"9827","all",398,29,"decided",0,"None","simulation"
"9858","all",399,96,"active",0,"None","simulation"
"9859","all",399,22,"decided",0,"None","simulation"
"9890","all",400,90,"active",0,"None","simulation"
"9891","all",400,30,"decided",0,"None","simulation"
"9922","all",401,91,"active",0,"None","simulation"
"9923","all",401,33,"decided",0,"None","simulation"
"9954","all",402,98,"active",0,"None","simulation"
"9955","all",402,35,"decided",0,"None","simulation"
"9986","all",403,98,"active",0,"None","simulation"
"9987","all",403,36,"decided",0,"None","simulation"
"10018","all",404,100,"active",0,"None","simulation"
"10019","all",404,33,"decided",0,"None","simulation"
"10050","all",405,100,"active",0,"None","simulation"
"10051","all",405,33,"decided",0,"None","simulation"
"10082","all",406,104,"active",0,"None","simulation"
"10083","all",406,33,"decided",0,"None","simulation"
"10114","all",407,108,"active",0,"None","simulation"
"10115","all",407,37,"decided",0,"None","simulation"
"10146","all",408,104,"active",0,"None","simulation"
"10147","all",408,43,"decided",0,"None","simulation"
"10178","all",409,109,"active",0,"None","simulation"
"10179","all",409,40,"decided",0,"None","simulation"
"10210","all",410,103,"active",0,"None","simulation"
"10211","all",410,44,"decided",0,"None","simulation"
"10242","all",411,107,"active",0,"None","simulation"
"10243","all",411,43,"decided",0,"None","simulation"
"10274","all",412,113,"active",0,"None","simulation"
"10275","all",412,38,"decided",0,"None","simulation"
"10306","all",413,117,"active",0,"None","simulation"
"10307","all",413,42,"decided",0,"None","simulation"
"10338","all",414,116,"active",0,"None","simulation"
"10339","all",414,47,"decided",0,"None","simulation"
"10370","all",415,118,"active",0,"None","simulation"
"10371","all",415,48,"decided",0,"None","simulation"
"10402","all",416,116,"active",0,"None","simulation"
"10403","all",416,54,"decided",0,"None","simulation"
"10434","all",417,119,"active",0,"None","simulation"
"10435","all",417,53,"decided",0,"None","simulation"
"10466","all",418,111,"active",0,"None","simulation"
"10467","all",418,55,"decided",0,"None","simulation"
"10498","all",419,112,"active",0,"None","simulation"
"10499","all",419,48,"decided",0,"None","simulation"
"10530","all",420,112,"active",0,"None","simulation"
"10531","all",420,4,"decided",0,"None","simulation"
"10562","all",421,109,"active",0,"None","simulation"
"10563","all",421,9,"decided",0,"None","simulation"
"10594","all",422,114,"active",0,"None","simulation"
"10595","all",422,10,"decided",0,"None","simulation"
"10626","all",423,110,"active",0,"None","simulation"
"10627","all",423,14,"decided",0,"None","simulation"
"10658","all",424,110,"active",0,"None","simulation"
"10659","all",424,13,"decided",0,"None","simulation"
"10690","all",425,105,"active",0,"None","simulation"
"10691","all",425,16,"decided",0,"None","simulation"
"10722","all",426,103,"active",0,"None","simulation"
"10723","all",426,12,"decided",0,"None","simulation"
"10754","all",427,104,"active",0,"None","simulation"
"10755","all",427,11,"decided",0,"None","simulation"
"10786","all",428,105,"active",0,"None","simulation"
"10787","all",428,18,"decided",0,"None","simulation"
"10818","all",429,102,"active",0,"None","simulation"
"10819","all",429,28,"decided",0,"None","simulation"
"10850","all",430,103,"active",0,"None","simulation"
"10851","all",430,27,"decided",0,"None","simulation"
"10882","all",431,102,"active",0,"None","simulation"
"10883","all",431,26,"decided",0,"None","simulation"
"10914","all",432,102,"active",0,"None","simulation"
"10915","all",432,23,"decided",0,"None","simulation"
"10946","all",433,105,"active",0,"None","simulation"
"10947","all",433,23,"decided",0,"None","simulation"
"10978","all",434,111,"active",0,"None","simulation"
"10979","all",434,21,"decided",0,"None","simulation"
"11010","all",435,111,"active",0,"None","simulation"
"11011","all",435,26,"decided",0,"None","simulation"
"11042","all",436,109,"active",0,"None","simulation"
"11043","all",436,36,"decided",0,"None","simulation"
"11074","all",437,105,"active",0,"None","simulation"
"11075","all",437,37,"decided",0,"None","simulation"
"11106","all",438,107,"active",0,"None","simulation"
"11107","all",438,37,"decided",0,"None","simulation"
"11138","all",439,95,"active",0,"None","simulation"
"11139","all",439,39,"decided",0,"None","simulation"
"11170","all",440,101,"active",0,"None","simulation"
"11171","all",440,29,"decided",0,"None","simulation"
"11202","all",441,96,"active",0,"None","simulation"
"11203","all",441,31,"decided",0,"None","simulation"
"11234","all",442,90,"active",0,"None","simulation"
"11235","all",442,38,"decided",0,"None","simulation"
"11266","all",443,94,"active",0,"None","simulation"
"11267","all",443,39,"decided",0,"None","simulation"
"11298","all",444,96,"active",0,"None","simulation"
"11299","all",444,41,"decided",0,"None","simulation"
"11330","all",445,93,"active",0,"None","simulation"
"11331","all",445,43,"decided",0,"None","simulation"
"11362","all",446,101,"active",0,"None","simulation"
"11363","all",446,38,"decided",0,"None","simulation"
"11394","all",447,99,"active",0,"None","simulation"
"11395","all",447,40,"decided",0,"None","simulation"
"11426","all",448,101,"active",0,"None","simulation"
"11427","all",448,41,"decided",0,"None","simulation"
"11458","all",449,100,"active",0,"None","simulation"
"11459","all",449,50,"decided",0,"None","simulation"
"11490","all",450,98,"active",0,"None","simulation"
"11491","all",450,18,"decided",0,"None","simulation"
"11522","all",451,106,"active",0,"None","simulation"
"11523","all",451,14,"decided",0,"None","simulation"
"11554","all",452,105,"active",0,"None","simulation"
"11555","all",452,16,"decided",0,"None","simulation"
"11586","all",453,105,"active",0,"None","simulation"
"11587","all",453,17,"decided",0,"None","simulation"
"11618","all",454,101,"active",0,"None","simulation"
"11619","all",454,16,"decided",0,"None","simulation"
"11650","all",91,121,"active",1,"None","simulation"
"11651","all",91,2,"decided",1,"None","simulation"
"11682","all",92,120,"active",1,"None","simulation"
"11683","all",92,7,"decided",1,"None","simulation"
"11714","all",93,125,"active",1,"None","simulation"
"11715","all",93,10,"decided",1,"None","simulation"
"11746","all",94,120,"active",1,"None","simulation"
"11747","all",94,15,"decided",1,"None","simulation"
"11778","all",95,123,"active",1,"None","simulation"
"11779","all",95,9,"decided",1,"None","simulation"
"11810","all",96,126,"active",1,"None","simulation"
"11811","all",96,8,"decided",1,"None","simulation"
"11842","all",97,127,"active",1,"None","simulation"
"11843","all",97,10,"decided",1,"None","simulation"
"11874","all",98,126,"active",1,"None","simulation"
"11875","all",98,15,"decided",1,"None","simulation"
"11906","all",99,120,"active",1,"None","simulation"
"11907","all",99,21,"decided",1,"None","simulation"
"11938","all",100,121,"active",1,"None","simulation"
"11939","all",100,25,"decided",1,"None","simulation"
"11970","all",101,118,"active",1,"None","simulation"
"11971","all",101,28,"decided",1,"None","simulation"
"12002","all",102,119,"active",1,"None","simulation"
"12003","all",102,23,"decided",1,"None","simulation"
"12034","all",103,121,"active",1,"None","simulation"
"12035","all",103,20,"decided",1,"None","simulation"
"12066","all",104,120,"active",1,"None","simulation"
"12067","all",104,18,"decided",1,"None","simulation"
"12098","all",105,124,"active",1,"None","simulation"
"12099","all",105,16,"decided",1,"None","simulation"
"12130","all",106,128,"active",1,"None","simulation"
"12131","all",106,22,"decided",1,"None","simulation"
"12162","all",107,121,"active",1,"None","simulation"
"12163","all",107,33,"decided",1,"None","simulation"
"12194","all",108,121,"active",1,"None","simulation"
"12195","all",108,30,"decided",1,"None","simulation"
"12226","all",109,119,"active",1,"None","simulation"
"12227","all",109,30,"decided",1,"None","simulation"
"12258","all",110,119,"active",1,"None","simulation"
"12259","all",110,32,"decided",1,"None","simulation"
"12290","all",111,119,"active",1,"None","simulation"
"12291","all",111,31,"decided",1,"None","simulation"
"12322","all",112,112,"active",1,"None","simulation"
"12323","all",112,37,"decided",1,"None","simulation"
"12354","all",113,114,"active",1,"None","simulation"
"12355","all",113,39,"decided",1,"None","simulation"
"12386","all",114,113,"active",1,"None","simulation"
"12387","all",114,47,"decided",1,"None","simulation"
"12418","all",115,110,"active",1,"None","simulation"
"12419","all",115,43,"decided",1,"None","simulation"
"12450","all",116,108,"active",1,"None","simulation"
"12451","all",116,42,"decided",1,"None","simulation"
"12482","all",117,111,"active",1,"None","simulation"
"12483","all",117,39,"decided",1,"None","simulation"
"12514","all",118,106,"active",1,"None","simulation"
"12515","all",118,40,"decided",1,"None","simulation"
"12546","all",119,109,"active",1,"None","simulation"
"12547","all",119,37,"decided",1,"None","simulation"
"12578","all",120,110,"active",1,"None","simulation"
"12579","all",120,9,"decided",1,"None","simulation"
"12610","all",121,106,"active",1,"None","simulation"
"12611","all",121,17,"decided",1,"None","simulation"
"12642","all",122,104,"active",1,"None","simulation"
"12643","all",122,19,"decided",1,"None","simulation"
"12674","all",123,106,"active",1,"None","simulation"
"12675","all",123,22,"decided",1,"None","simulation"
"12706","all",124,104,"active",1,"None","simulation"
"12707","all",124,20,"decided",1,"None","simulation"
"12738","all",125,103,"active",1,"None","simulation"
"12739","all",125,22,"decided",1,"None","simulation"
"12770","all",126,108,"active",1,"None","simulation"
"12771","all",126,23,"decided",1,"None","simulation"
"12802","all",127,106,"active",1,"None","simulation"
"12803","all",127,31,"decided",1,"None","simulation"
"12834","all",128,106,"active",1,"None","simulation"
"12835","all",128,36,"decided",1,"None","simulation"
"12866","all",129,109,"active",1,"None","simulation"
"12867","all",129,38,"decided",1,"None","simulation"
"12898","all",130,106,"active",1,"None","simulation"
"12899","all",130,40,"decided",1,"None","simulation"
"12930","all",131,107,"active",1,"None","simulation"
"12931","all",131,38,"decided",1,"None","simulation"
"12962","all",132,106,"active",1,"None","simulation"
"12963","all",132,36,"decided",1,"None","simulation"
"12994","all",133,111,"active",1,"None","simulation"
"12995","all",133,35,"decided",1,"None","simulation"
"13026","all",134,119,"active",1,"None","simulation"
"13027","all",134,39,"decided",1,"None","simulation"
"13058","all",135,119,"active",1,"None","simulation"
"13059","all",135,47,"decided",1,"None","simulation"
"13090","all",136,117,"active",1,"None","simulation"
"13091","all",136,48,"decided",1,"None","simulation"
"13122","all",137,121,"active",1,"None","simulation"
"13123","all",137,48,"decided",1,"None","simulation"
"13154","all",138,118,"active",1,"None","simulation"
"13155","all",138,48,"decided",1,"None","simulation"
"13186","all",139,119,"active",1,"None","simulation"
"13187","all",139,48,"decided",1,"None","simulation"
"13218","all",140,115,"active",1,"None","simulation"
"13219","all",140,51,"decided",1,"None","simulation"
"13250","all",141,107,"active",1,"None","simulation"
"13251","all",141,61,"decided",1,"None","simulation"
"13282","all",142,105,"active",1,"None","simulation"
"13283","all",142,66,"decided",1,"None","simulation"
"13314","all",143,107,"active",1,"None","simulation"
"13315","all",143,64,"decided",1,"None","simulation"
"13346","all",144,108,"active",1,"None","simulation"
"13347","all",144,63,"decided",1,"None","simulation"
"13378","all",145,109,"active",1,"None","simulation"
"13379","all",145,60,"decided",1,"None","simulation"
"13410","all",146,113,"active",1,"None","simulation"
"13411","all",146,55,"decided",1,"None","simulation"
"13442","all",147,108,"active",1,"None","simulation"
"13443","all",147,64,"decided",1,"None","simulation"
"13474","all",148,109,"active",1,"None","simulation"
"13475","all",148,63,"decided",1,"None","simulation"
"13506","all",149,108,"active",1,"None","simulation"
"13507","all",149,64,"decided",1,"None","simulation"
"13538","all",150,105,"active",1,"None","simulation"
"13539","all",150,12,"decided",1,"None","simulation"
"13570","all",151,110,"active",1,"None","simulation"
"13571","all",151,11,"decided",1,"None","simulation"
"13602","all",152,106,"active",1,"None","simulation"
"13603","all",152,21,"decided",1,"None","simulation"
"13634","all",153,103,"active",1,"None","simulation"
"13635","all",153,15,"decided",1,"None","simulation"
"13666","all",154,103,"active",1,"None","simulation"
"13667","all",154,10,"decided",1,"None","simulation"
"13698","all",155,102,"active",1,"None","simulation"
"13699","all",155,14,"decided",1,"None","simulation"
"13730","all",156,105,"active",1,"None","simulation"
"13731","all",156,19,"decided",1,"None","simulation"
"13762","all",157,102,"active",1,"None","simulation"
"13763","all",157,24,"decided",1,"None","simulation"
"13794","all",158,105,"active",1,"None","simulation"
